OrderID,OrderDate,ShipDate,CustomerID,CustomerName,Region,City,ProductCategory,ProductSubCategory,ProductName,Quantity,UnitPrice,Discount,Sales,Profit,PaymentMode,ShipMode,Returned,CustomerSegment,SalesPerson,Rating,Month,Year,DeliveryDate,Feedback,Supplier,Country,CostPrice,Margin,Tax,product_key_match,item_id,short_description,link,width,height,depth,designer
O1523,2023-03-31,2023-04-05,CUST131,Kenji Tanaka,North America,Chicago,Textiles,Bedding,GULLKLOCKA Duvet,3.0,59.99,0.0,179.97,39.54,PayPal,First Class,Yes,Consumer,Omar Hassan,5.0,3.0,2023.0,2023-04-08,Positive,ABC Distributors,USA,42.0,21.97,17.99,GULLKLOCKA,,,,,,,
O1524,2024-11-06,2024-11-11,CUST521,Fatima Al Marzooqi,Europe,London,Kitchen,Appliances,LAGAN Fridge,2.0,600,0.1,1080.0,360.0,UPI,Same Day,No,Home Office,Emily White,4.0,11.0,2024.0,2024-11-11,Neutral,FurniMart,UK,350.0,33.33,108.0,LAGAN,,,,,,,
O1525,2023-05-03,2023-05-08,CUST617,Lars Anderson,Asia,Mumbai,Storage,Wardrobes,BRIMNES Wardrobe,10.0,321.05,0.0,3210.5,1000.0,NetBanking,Second Class,No,Corporate,Rohit Kumar,5.0,5.0,2023.0,2023-05-12,Negative,OfficeHub,India,205.1,31.15,321.05,BRIMNES,49278341.0,"        Bed frame w storage and headboard,          90x200 cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,96.0,110.0,54.0,IKEA of Sweden/K Hagberg/M Hagberg
O1526,2024-12-22,2024-12-27,CUST991,Maria Rodriguez,North America,Toronto,Furniture,Tables,LINNMON/ADILS Desk,5.0,260.12,0.0,1300.6,529.58,Credit Card,Standard Class,No,Consumer,Anita Desai,3.0,12.0,2024.0,2025-01-01,Excellent,IKEA Industry,Canada,137.91,40.72,130.06,LINNMON/ADILS,,,,,,,
O1527,2023-09-27,2023-10-02,CUST755,David Chen,Oceania,Melbourne,Lighting,Lamps,LERSTA Floor Lamp,11.0,5.99,0.0,65.89,28.32,PayPal,First Class,No,Home Office,Karan Mehta,4.0,9.0,2023.0,2023-10-05,Positive,Swedwood,Australia,3.35,43.0,6.59,LERSTA,,,,,,,
O1528,2024-07-29,2024-08-03,CUST914,Emily White,Europe,Berlin,Textiles,Rugs,STOENSE Rug,7.0,140.91,0.0,986.37,405.27,UPI,Same Day,No,Corporate,Sofia Karlsson,5.0,7.0,2024.0,2024-08-03,Neutral,Local Supplier JP,Germany,93.24,41.09,98.64,STOENSE,,,,,,,
O1529,2023-01-01,2023-01-06,CUST740,John Smith,Asia,Tokyo,Kitchen,Appliances,TILLREDA Portable Induction Hob,3.0,957.28,0.0,2871.84,934.34,NetBanking,Second Class,No,Consumer,Juan Garcia,4.0,1.0,2023.0,2023-01-10,Negative,ABC Distributors,Japan,507.99,32.53,287.18,TILLREDA,,,,,,,
O1530,2024-11-18,2024-11-23,CUST777,Kenji Tanaka,North America,New York,Furniture,Chairs,ADDE Chair,15.0,11.2,0.0,168.0,72.54,Credit Card,Standard Class,No,Home Office,Aya Sato,5.0,11.0,2024.0,2024-11-28,Excellent,FurniMart,USA,5.92,43.18,16.8,ADDE,10219178.0,        Chair,https://www.ikea.com/sa/en/p/adde-chair-white-10219178/,39.0,77.0,47.0,Marcus Arvonen
O1531,2023-05-14,2023-05-19,CUST754,Fatima Al Marzooqi,Oceania,Sydney,Storage,Shelving Unit,HEMNES Storage,8.0,86.99,0.0,695.92,277.57,PayPal,First Class,Yes,Corporate,Omar Hassan,3.0,5.0,2023.0,2023-05-22,Positive,OfficeHub,Australia,50.04,39.88,69.59,HEMNES,89931560.0,"        Bed frame,          140x200 cm",https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,154.0,,,IKEA of Sweden/Carina Bengs
O1532,2024-08-06,2024-08-11,CUST463,Lars Anderson,Asia,Mumbai,Textiles,Bedding,FÄLTSKÄR Sheet Set,3.0,993.45,0.0,2980.35,1005.0,UPI,Same Day,No,Consumer,Emily White,4.0,8.0,2024.0,2024-08-11,Neutral,IKEA Industry,India,504.6,33.72,298.04,FÄLTSKÄR,,,,,,,
O1533,2023-01-26,2023-01-31,CUST883,Maria Rodriguez,North America,Vancouver,Lighting,Lamps,FADO Table Lamp,4.0,22,0.0,88.0,38.35,NetBanking,Second Class,No,Home Office,Rohit Kumar,5.0,1.0,2023.0,2023-02-04,Negative,Swedwood,Canada,10.0,43.58,8.8,FADO,,,,,,,
O1534,2024-11-25,2024-11-30,CUST552,David Chen,Europe,London,Furniture,Tables,LACK Side Table,15.0,25,0.0,375.0,185.06,Credit Card,Standard Class,No,Corporate,Anita Desai,4.0,11.0,2024.0,2024-12-05,Excellent,Local Supplier JP,UK,11.5,49.35,37.5,LACK,60282186.0,"        Wall shelf unit,          30x190 cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/,30.0,190.0,28.0,C Halskov/H Dalsgaard
O1535,2023-05-02,2023-05-07,CUST999,Emily White,Asia,Tokyo,Kitchen,Appliances,LAGAN Fridge,2.0,600,0.0,1200.0,480.0,PayPal,First Class,No,Consumer,Karan Mehta,5.0,5.0,2023.0,2023-05-10,Positive,ABC Distributors,Japan,350.0,40.0,120.0,LAGAN,,,,,,,
O1536,2024-09-08,2024-09-13,CUST610,John Smith,Oceania,Melbourne,Textiles,Rugs,VINDUM Rug,3.0,250,0.05,712.5,249.38,UPI,Same Day,No,Home Office,Sofia Karlsson,3.0,9.0,2024.0,2024-09-13,Neutral,FurniMart,Australia,180.0,35.0,71.25,VINDUM,,,,,,,
O1537,2023-03-24,2023-03-29,CUST798,Kenji Tanaka,North America,Chicago,Storage,Wardrobes,PAX Wardrobe,2.0,737.91,0.0,1475.82,497.35,NetBanking,Second Class,No,Corporate,Juan Garcia,4.0,3.0,2023.0,2023-04-02,Negative,OfficeHub,USA,432.22,33.7,147.58,PAX,29385672.0,"        Wardrobe combination,          150x58x201 cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/,150.0,201.0,58.0,IKEA of Sweden/Ehlén Johansson
O1538,2024-08-28,2024-09-02,CUST755,Fatima Al Marzooqi,Europe,Madrid,Furniture,Sofas,KLIPPAN Loveseat,3.0,773.41,0.0,2320.23,748.16,Credit Card,Standard Class,Yes,Consumer,Aya Sato,5.0,8.0,2024.0,2024-09-07,Excellent,IKEA Industry,Spain,585.16,32.25,232.02,KLIPPAN,9251777.0,        2-seat sofa,https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/,180.0,66.0,88.0,IKEA of Sweden
O1539,2023-01-19,2023-01-24,CUST880,Lars Anderson,Asia,Mumbai,Lighting,Lamps,LERSTA Floor Lamp,5.0,5.99,0.0,29.95,12.83,PayPal,First Class,No,Home Office,Omar Hassan,4.0,1.0,2023.0,2023-01-27,Positive,Swedwood,India,3.35,42.84,2.99,LERSTA,,,,,,,
O1540,2024-11-13,2024-11-18,CUST406,Maria Rodriguez,North America,Toronto,Kitchen,Dinnerware,OFTAST Plate,10.0,1.49,0.0,14.9,4.86,UPI,Same Day,No,Corporate,Emily White,5.0,11.0,2024.0,2024-11-18,Neutral,Local Supplier JP,Canada,0.85,32.61,1.49,OFTAST,,,,,,,
O1541,2023-05-29,2023-06-03,CUST914,David Chen,Oceania,Sydney,Textiles,Bedding,FÄLTSKÄR Sheet Set,3.0,993.45,0.0,2980.35,1005.0,NetBanking,Second Class,No,Consumer,Rohit Kumar,4.0,5.0,2023.0,2023-06-07,Negative,ABC Distributors,Australia,504.6,33.72,298.04,FÄLTSKÄR,,,,,,,
O1542,2024-09-04,2024-09-09,CUST711,Emily White,Europe,London,Furniture,Tables,INGATORP Dining Table,1.0,546.04,0.0,546.04,179.99,Credit Card,Standard Class,No,Home Office,Anita Desai,5.0,9.0,2024.0,2024-09-14,Excellent,FurniMart,UK,342.14,32.96,54.6,INGATORP,29917307.0,"        Table and 4 chairs,          155 cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/,87.0,74.0,,Carina Bengs
O1543,2023-03-08,2023-03-13,CUST444,John Smith,Asia,Tokyo,Storage,Shelving Unit,KALLAX Shelf,6.0,49.99,0.0,299.94,118.96,PayPal,First Class,No,Corporate,Karan Mehta,3.0,3.0,2023.0,2023-03-16,Positive,OfficeHub,Japan,30.0,39.66,29.99,KALLAX,20275814.0,"        Shelving unit,          77x77 cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/,77.0,77.0,39.0,Tord Björklund
O1544,2024-12-07,2024-12-12,CUST755,Kenji Tanaka,North America,Vancouver,Lighting,Lamps,HEKTAR Floor Lamp,5.0,930.56,0.0,4652.8,1708.2,UPI,Same Day,No,Consumer,Sofia Karlsson,4.0,12.0,2024.0,2024-12-12,Neutral,IKEA Industry,Canada,529.62,36.71,465.28,HEKTAR,,,,,,,
O1545,2023-05-16,2023-05-21,CUST980,Fatima Al Marzooqi,Oceania,Melbourne,Kitchen,Appliances,LAGAN Fridge,2.0,600,0.0,1200.0,480.0,NetBanking,Second Class,No,Home Office,Juan Garcia,5.0,5.0,2023.0,2023-05-25,Negative,Swedwood,Australia,350.0,40.0,120.0,LAGAN,,,,,,,
O1546,2024-07-20,2024-07-25,CUST777,Lars Anderson,Europe,Madrid,Textiles,Rugs,STOENSE Rug,7.0,140.91,0.0,986.37,405.27,Credit Card,Standard Class,Yes,Corporate,Aya Sato,4.0,7.0,2024.0,2024-07-30,Excellent,Local Supplier JP,Spain,93.24,41.09,98.64,STOENSE,,,,,,,
O1547,2023-11-01,2023-11-06,CUST617,Maria Rodriguez,Asia,Mumbai,Furniture,Chairs,ADDE Chair,15.0,11.2,0.05,159.6,69.25,PayPal,First Class,No,Consumer,Omar Hassan,5.0,11.0,2023.0,2023-11-09,Positive,ABC Distributors,India,5.92,43.3,15.96,ADDE,10219178.0,        Chair,https://www.ikea.com/sa/en/p/adde-chair-white-10219178/,39.0,77.0,47.0,Marcus Arvonen
O1548,2024-11-20,2024-11-25,CUST392,David Chen,North America,New York,Storage,Wardrobes,BRIMNES Wardrobe,10.0,321.05,0.0,3210.5,1000.0,UPI,Same Day,No,Home Office,Emily White,3.0,11.0,2024.0,2024-11-25,Neutral,FurniMart,USA,205.1,31.15,321.05,BRIMNES,49278341.0,"        Bed frame w storage and headboard,          90x200 cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,96.0,110.0,54.0,IKEA of Sweden/K Hagberg/M Hagberg
O1549,2023-05-24,2023-05-29,CUST666,Emily White,Oceania,Sydney,Lighting,Lamps,FADO Table Lamp,4.0,22,0.0,88.0,38.35,NetBanking,Second Class,No,Corporate,Rohit Kumar,4.0,5.0,2023.0,2023-06-02,Negative,OfficeHub,Australia,10.0,43.58,8.8,FADO,,,,,,,
O1550,2024-09-09,2024-09-14,CUST316,John Smith,Europe,London,Kitchen,Appliances,TILLREDA Portable Induction Hob,3.0,957.28,0.0,2871.84,934.34,Credit Card,Standard Class,No,Consumer,Anita Desai,5.0,9.0,2024.0,2024-09-19,Excellent,IKEA Industry,UK,507.99,32.53,287.18,TILLREDA,,,,,,,
O1551,2023-03-21,2023-03-26,CUST740,Kenji Tanaka,Asia,Tokyo,Furniture,Sofas,GRÖNLID Sofa,1.0,650,0.0,650.0,209.68,PayPal,First Class,No,Home Office,Karan Mehta,5.0,3.0,2023.0,2023-03-29,Positive,Swedwood,Japan,350.0,32.26,65.0,GRÖNLID,29278101.0,        2-seat sofa-bed,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/,196.0,104.0,98.0,IKEA of Sweden/Francis Cayouette/Ehlén Johansson
O1552,2024-08-01,2024-08-06,CUST798,Fatima Al Marzooqi,North America,Toronto,Textiles,Bedding,GULLKLOCKA Duvet,7.0,59.99,0.0,419.93,70.92,UPI,Same Day,No,Corporate,Sofia Karlsson,4.0,8.0,2024.0,2024-08-06,Neutral,Local Supplier JP,Canada,42.0,16.89,41.99,GULLKLOCKA,,,,,,,
O1553,2023-01-20,2023-01-25,CUST711,Lars Anderson,Oceania,Melbourne,Lighting,Lamps,HEKTAR Floor Lamp,4.0,930.56,0.0,3722.24,1366.56,NetBanking,Second Class,Yes,Consumer,Juan Garcia,3.0,1.0,2023.0,2023-01-29,Negative,ABC Distributors,Australia,529.62,36.71,372.22,HEKTAR,,,,,,,
O1554,2024-11-29,2024-12-04,CUST754,Maria Rodriguez,Europe,Berlin,Storage,Shelving Unit,HEMNES Storage,8.0,86.99,0.0,695.92,277.57,Credit Card,Standard Class,No,Home Office,Aya Sato,5.0,11.0,2024.0,2024-12-09,Excellent,FurniMart,Germany,50.04,39.88,69.59,HEMNES,89931560.0,"        Bed frame,          140x200 cm",https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,154.0,,,IKEA of Sweden/Carina Bengs
O1555,2023-05-07,2023-05-12,CUST463,David Chen,North America,New York,Furniture,Tables,LINNMON/ADILS Desk,5.0,260.12,0.0,1300.6,529.58,PayPal,First Class,No,Corporate,Omar Hassan,4.0,5.0,2023.0,2023-05-15,Positive,OfficeHub,USA,137.91,40.72,130.06,LINNMON/ADILS,,,,,,,
O1556,2024-09-17,2024-09-22,CUST550,Emily White,Asia,Mumbai,Kitchen,Dinnerware,FÄRGRIK Bowl,10.0,1.89,0.0,18.9,7.64,UPI,Same Day,No,Consumer,Emily White,5.0,9.0,2024.0,2024-09-22,Neutral,IKEA Industry,India,1.1,40.42,1.89,FÄRGRIK,,,,,,,
O1557,2023-03-12,2023-03-17,CUST130,John Smith,Oceania,Sydney,Textiles,Rugs,VINDUM Rug,3.0,250,0.0,750.0,262.5,NetBanking,Second Class,No,Home Office,Rohit Kumar,4.0,3.0,2023.0,2023-03-21,Negative,Swedwood,Australia,180.0,35.0,75.0,VINDUM,,,,,,,
O1558,2024-12-16,2024-12-21,CUST999,Kenji Tanaka,North America,Vancouver,Lighting,Lamps,LERSTA Floor Lamp,11.0,5.99,0.05,62.59,27.0,Credit Card,Standard Class,No,Corporate,Anita Desai,5.0,12.0,2024.0,2024-12-26,Excellent,Local Supplier JP,Canada,3.35,43.14,6.26,LERSTA,,,,,,,
O1559,2023-05-30,2023-06-04,CUST610,Fatima Al Marzooqi,Europe,Madrid,Furniture,Chairs,MILLBERGET Swivel Chair,5.0,150,0.0,750.0,320.8,PayPal,First Class,No,Consumer,Karan Mehta,3.0,5.0,2023.0,2023-06-07,Positive,ABC Distributors,Spain,80.0,42.77,75.0,MILLBERGET,90339412.0,        Swivel chair,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/,,,65.0,Ola Wihlborg
O1560,2024-09-29,2024-10-04,CUST798,Lars Anderson,Asia,Tokyo,Storage,Wardrobes,PAX Wardrobe,2.0,737.91,0.0,1475.82,497.35,UPI,Same Day,Yes,Home Office,Sofia Karlsson,4.0,9.0,2024.0,2024-10-04,Neutral,FurniMart,Japan,432.22,33.7,147.58,PAX,29385672.0,"        Wardrobe combination,          150x58x201 cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/,150.0,201.0,58.0,IKEA of Sweden/Ehlén Johansson
O1561,2023-03-01,2023-03-06,CUST777,Maria Rodriguez,North America,Chicago,Textiles,Bedding,FÄLTSKÄR Sheet Set,3.0,993.45,0.0,2980.35,1005.0,NetBanking,Second Class,No,Corporate,Juan Garcia,5.0,3.0,2023.0,2023-03-10,Negative,OfficeHub,USA,504.6,33.72,298.04,FÄLTSKÄR,,,,,,,
O1562,2024-08-14,2024-08-19,CUST755,David Chen,Oceania,Sydney,Lighting,Lamps,FADO Table Lamp,4.0,22,0.0,88.0,38.35,Credit Card,Standard Class,No,Consumer,Aya Sato,4.0,8.0,2024.0,2024-08-24,Excellent,IKEA Industry,Australia,10.0,43.58,8.8,FADO,,,,,,,
O1563,2023-01-22,2023-01-27,CUST406,Emily White,Europe,Berlin,Kitchen,Appliances,LAGAN Fridge,2.0,600,0.0,1200.0,480.0,PayPal,First Class,No,Home Office,Omar Hassan,5.0,1.0,2023.0,2023-01-30,Positive,Swedwood,Germany,350.0,40.0,120.0,LAGAN,,,,,,,
O1564,2024-11-27,2024-12-02,CUST552,John Smith,Asia,Mumbai,Furniture,Tables,LACK Side Table,15.0,25,0.0,375.0,185.06,UPI,Same Day,No,Corporate,Emily White,3.0,11.0,2024.0,2024-12-02,Neutral,Local Supplier JP,India,11.5,49.35,37.5,LACK,60282186.0,"        Wall shelf unit,          30x190 cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/,30.0,190.0,28.0,C Halskov/H Dalsgaard
O1565,2023-05-09,2023-05-14,CUST914,Kenji Tanaka,North America,Toronto,Storage,Shelving Unit,HEMNES Storage,8.0,86.99,0.0,695.92,277.57,NetBanking,Second Class,No,Consumer,Rohit Kumar,4.0,5.0,2023.0,2023-05-18,Negative,ABC Distributors,Canada,50.04,39.88,69.59,HEMNES,89931560.0,"        Bed frame,          140x200 cm",https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,154.0,,,IKEA of Sweden/Carina Bengs
O1566,2024-09-01,2024-09-06,CUST754,Fatima Al Marzooqi,Oceania,Melbourne,Textiles,Rugs,STOENSE Rug,7.0,140.91,0.0,986.37,405.27,Credit Card,Standard Class,Yes,Home Office,Anita Desai,5.0,9.0,2024.0,2024-09-11,Excellent,FurniMart,Australia,93.24,41.09,98.64,STOENSE,,,,,,,
O1567,2023-03-16,2023-03-21,CUST980,Lars Anderson,Asia,Tokyo,Lighting,Lamps,LERSTA Floor Lamp,11.0,5.99,0.0,65.89,28.32,PayPal,First Class,No,Corporate,Karan Mehta,4.0,3.0,2023.0,2023-03-24,Positive,OfficeHub,Japan,3.35,43.0,6.59,LERSTA,,,,,,,
O1568,2024-08-20,2024-08-25,CUST790,Maria Rodriguez,North America,New York,Furniture,Sofas,KIVIK Sofa,1.0,799,0.0,799.0,258.11,UPI,Same Day,No,Consumer,Sofia Karlsson,5.0,8.0,2024.0,2024-08-25,Neutral,IKEA Industry,USA,450.0,32.3,79.9,KIVIK,79305512.0,        Chaise longue,https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/,90.0,83.0,163.0,Ola Wihlborg
O1569,2023-01-28,2023-02-02,CUST610,David Chen,Europe,London,Storage,Wardrobes,PAX Wardrobe,2.0,737.91,0.0,1475.82,497.35,NetBanking,Second Class,No,Home Office,Juan Garcia,3.0,1.0,2023.0,2023-02-05,Negative,Swedwood,UK,432.22,33.7,147.58,PAX,29385672.0,"        Wardrobe combination,          150x58x201 cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/,150.0,201.0,58.0,IKEA of Sweden/Ehlén Johansson
O1570,2024-11-04,2024-11-09,CUST880,Emily White,Asia,Mumbai,Kitchen,Appliances,TILLREDA Portable Induction Hob,3.0,957.28,0.0,2871.84,934.34,Credit Card,Standard Class,No,Corporate,Aya Sato,5.0,11.0,2024.0,2024-11-14,Excellent,Local Supplier JP,India,507.99,32.53,287.18,TILLREDA,,,,,,,
O1571,2023-05-17,2023-05-22,CUST550,John Smith,North America,Toronto,Textiles,Bedding,GULLKLOCKA Duvet,3.0,59.99,0.0,179.97,39.54,PayPal,First Class,No,Consumer,Omar Hassan,4.0,5.0,2023.0,2023-05-25,Positive,ABC Distributors,Canada,42.0,21.97,17.99,GULLKLOCKA,,,,,,,
O1572,2024-09-12,2024-09-17,CUST444,Kenji Tanaka,Oceania,Melbourne,Furniture,Tables,INGATORP Dining Table,1.0,546.04,0.0,546.04,179.99,UPI,Same Day,No,Home Office,Emily White,5.0,9.0,2024.0,2024-09-17,Neutral,FurniMart,Australia,342.14,32.96,54.6,INGATORP,29917307.0,"        Table and 4 chairs,          155 cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/,87.0,74.0,,Carina Bengs
O1573,2023-03-28,2023-04-02,CUST755,Fatima Al Marzooqi,Europe,Madrid,Lighting,Lamps,FADO Table Lamp,4.0,22,0.0,88.0,38.35,NetBanking,Second Class,Yes,Corporate,Rohit Kumar,3.0,3.0,2023.0,2023-04-06,Negative,OfficeHub,Spain,10.0,43.58,8.8,FADO,,,,,,,
O1574,2024-08-05,2024-08-10,CUST521,Lars Anderson,Asia,Tokyo,Storage,Shelving Unit,BILLY Bookcase,7.0,271.04,0.0,1897.28,680.0,Credit Card,Standard Class,No,Consumer,Anita Desai,4.0,8.0,2024.0,2024-08-15,Excellent,IKEA Industry,Japan,153.38,35.84,189.73,BILLY,263850.0,"        Bookcase,          80x28x202 cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/,80.0,202.0,28.0,Gillis Lundgren
O1575,2023-01-09,2023-01-14,CUST406,Maria Rodriguez,North America,Chicago,Kitchen,Appliances,LAGAN Fridge,2.0,600,0.0,1200.0,480.0,PayPal,First Class,No,Home Office,Karan Mehta,5.0,1.0,2023.0,2023-01-17,Positive,Swedwood,USA,350.0,40.0,120.0,LAGAN,,,,,,,
O1576,2024-11-23,2024-11-28,CUST666,David Chen,Oceania,Sydney,Textiles,Rugs,STOENSE Rug,7.0,140.91,0.0,986.37,405.27,UPI,Same Day,No,Corporate,Sofia Karlsson,4.0,11.0,2024.0,2024-11-28,Neutral,Local Supplier JP,Australia,93.24,41.09,98.64,STOENSE,,,,,,,
O1577,2023-05-01,2023-05-06,CUST740,Emily White,Asia,Mumbai,Furniture,Chairs,ADDE Chair,15.0,11.2,0.0,168.0,72.54,NetBanking,Second Class,No,Consumer,Juan Garcia,5.0,5.0,2023.0,2023-05-10,Negative,ABC Distributors,India,5.92,43.18,16.8,ADDE,10219178.0,        Chair,https://www.ikea.com/sa/en/p/adde-chair-white-10219178/,39.0,77.0,47.0,Marcus Arvonen
O1578,2024-09-24,2024-09-29,CUST798,John Smith,North America,New York,Lighting,Lamps,HEKTAR Floor Lamp,5.0,930.56,0.0,4652.8,1708.2,Credit Card,Standard Class,Yes,Home Office,Aya Sato,3.0,9.0,2024.0,2024-10-04,Excellent,FurniMart,USA,529.62,36.71,465.28,HEKTAR,,,,,,,
O1579,2023-03-04,2023-03-09,CUST754,Kenji Tanaka,Europe,Berlin,Storage,Wardrobes,PAX Wardrobe,2.0,737.91,0.0,1475.82,497.35,PayPal,First Class,No,Corporate,Omar Hassan,4.0,3.0,2023.0,2023-03-12,Positive,OfficeHub,Germany,432.22,33.7,147.58,PAX,29385672.0,"        Wardrobe combination,          150x58x201 cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/,150.0,201.0,58.0,IKEA of Sweden/Ehlén Johansson
O1580,2024-08-16,2024-08-21,CUST463,Fatima Al Marzooqi,Asia,Tokyo,Textiles,Bedding,FÄLTSKÄR Sheet Set,3.0,993.45,0.05,2831.33,970.08,UPI,Same Day,No,Consumer,Emily White,5.0,8.0,2024.0,2024-08-21,Neutral,IKEA Industry,Japan,504.6,34.26,283.13,FÄLTSKÄR,,,,,,,
O1581,2023-01-27,2023-02-01,CUST999,Lars Anderson,Oceania,Melbourne,Furniture,Sofas,GRÖNLID Sofa,1.0,650,0.0,650.0,209.68,NetBanking,Second Class,No,Home Office,Rohit Kumar,4.0,1.0,2023.0,2023-02-05,Negative,Swedwood,Australia,350.0,32.26,65.0,GRÖNLID,29278101.0,        2-seat sofa-bed,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/,196.0,104.0,98.0,IKEA of Sweden/Francis Cayouette/Ehlén Johansson
O1582,2024-11-09,2024-11-14,CUST392,Maria Rodriguez,North America,Toronto,Lighting,Lamps,LERSTA Floor Lamp,5.0,5.99,0.0,29.95,12.83,Credit Card,Standard Class,No,Corporate,Anita Desai,5.0,11.0,2024.0,2024-11-19,Excellent,Local Supplier JP,Canada,3.35,42.84,2.99,LERSTA,,,,,,,
O1583,2023-05-11,2023-05-16,CUST883,David Chen,Europe,Madrid,Kitchen,Dinnerware,OFTAST Plate,10.0,1.49,0.0,14.9,4.86,PayPal,First Class,No,Consumer,Karan Mehta,3.0,5.0,2023.0,2023-05-19,Positive,ABC Distributors,Spain,0.85,39.77,1.49,OFTAST,,,,,,,
O1584,2024-09-30,2024-10-05,CUST914,Emily White,Asia,Mumbai,Storage,Shelving Unit,HEMNES Storage,8.0,86.99,0.0,695.92,277.57,UPI,Same Day,No,Home Office,Sofia Karlsson,4.0,9.0,2024.0,2024-10-05,Neutral,FurniMart,India,50.04,39.88,69.59,HEMNES,89931560.0,"        Bed frame,          140x200 cm",https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,154.0,,,IKEA of Sweden/Carina Bengs
O1585,2023-03-20,2023-03-25,CUST552,John Smith,Oceania,Sydney,Furniture,Tables,LINNMON/ADILS Desk,4.0,260.12,0.0,1040.48,423.85,NetBanking,Second Class,No,Corporate,Juan Garcia,5.0,3.0,2023.0,2023-03-29,Negative,OfficeHub,Australia,137.91,40.73,104.05,LINNMON/ADILS,,,,,,,
O1586,2024-11-20,2024-11-21,CUST874,Maria Rodriguez,East,Hyderabad,Technology,Accessories,Accessories Model-A2,8.0,22810.02,0.1,164232.14,26084.77,Credit Card,Express,No,Corporate,Anita,4.0,11.0,2024.0,2025-01-01,Positive,OfficeHub,India,17260.92,15.88,11496.25,ACCESSORIES,,,,,,,
O1587,2024-04-09,2024-04-12,CUST368,David Chen,West,Delhi,Furniture,Chairs,Chairs Model-803,7.0,21808.99,0.01,151523.51,-17616.5,UPI,Same Day,No,Consumer,Vikram,2.0,4.0,2024.0,2025-01-03,Negative,TechCorp,India,24163.67,-11.63,16521.06,CHAIRS,,,,,,,
O1588,2025-01-29,2025-02-06,CUST830,Emily White,East,Chennai,Technology,Accessories,Accessories Model-A1,3.0,38829.39,0.02,113524.47,43285.39,UPI,Standard,No,Consumer,Anita,5.0,1.0,2025.0,2025-01-08,Positive,OfficeHub,USA,23413.03,38.13,8400.81,ACCESSORIES,,,,,,,
O1589,2024-09-02,2024-09-06,CUST348,John Smith,West,Pune,Technology,Machines,Machines Model-500,7.0,29560.83,0.18,168926.17,-22601.5,NetBanking,Express,No,Home Office,Karan,1.0,9.0,2024.0,2025-01-04,Negative,OfficeHub,USA,33418.29,-13.38,15792.05,MACHINES,,,,,,,
O1590,2024-06-25,2024-07-02,CUST157,Kenji Tanaka,West,Bangalore,Office Supplies,Storage,Storage Model-S2,10.0,31295.53,0.18,256623.35,117621.5,UPI,Same Day,No,Corporate,Karan,5.0,6.0,2024.0,2025-01-07,Positive,Global Supplies,UK,13898.37,45.83,27727.39,STORAGE,,,,,,,
O1591,2024-05-23,2024-05-27,CUST411,Fatima Al Marzooqi,West,Pune,Office Supplies,Art,Art Model-R1,7.0,25287.97,0.16,148677.29,66432.06,NetBanking,First Class,No,Corporate,Neha,4.0,5.0,2024.0,2025-01-04,Positive,TechCorp,USA,11749.32,44.68,14124.31,ART,,,,,,,
O1592,2024-04-14,2024-04-24,CUST619,Lars Anderson,West,Bangalore,Office Supplies,Paper,Paper Model-P1,10.0,23354.34,0.0,233543.4,59193.33,Credit Card,Same Day,No,Consumer,Vikram,5.0,4.0,2024.0,2025-01-10,Positive,Global Supplies,India,17435.01,25.35,16480.12,PAPER,,,,,,,
